URL,Mapa,Time1,Mapas_T1,Score_T1,Time2,Mapas_T2,Score_T2,Vencedor
https://www.vlr.gg/184061/bbl-esports-vs-fut-esports-champions-tour-2023-emea-league-w8,Haven,BBL Esports,,7,FUT Esports,,13,FUT Esports
https://www.vlr.gg/184061/bbl-esports-vs-fut-esports-champions-tour-2023-emea-league-w8,AllMaps,BBL Esports,0,12,FUT Esports,2,26,FUT Esports
https://www.vlr.gg/213193/giants-gaming-vs-fut-esports-champions-tour-2023-emea-league-ur1,Haven,Giants Gaming,,5,FUT Esports,,13,FUT Esports
https://www.vlr.gg/213193/giants-gaming-vs-fut-esports-champions-tour-2023-emea-league-ur1,Ascent,Giants Gaming,,12,FUT Esports,,14,FUT Esports
https://www.vlr.gg/213193/giants-gaming-vs-fut-esports-champions-tour-2023-emea-league-ur1,AllMaps,Giants Gaming,0,17,FUT Esports,2,27,FUT Esports
https://www.vlr.gg/213194/team-liquid-vs-team-vitality-champions-tour-2023-emea-league-ur1,Lotus,Team Liquid,,6,Team Vitality,,13,Team Vitality
https://www.vlr.gg/213194/team-liquid-vs-team-vitality-champions-tour-2023-emea-league-ur1,Bind,Team Liquid,,13,Team Vitality,,11,Team Liquid
https://www.vlr.gg/213194/team-liquid-vs-team-vitality-champions-tour-2023-emea-league-ur1,Ascent,Team Liquid,,13,Team Vitality,,11,Team Liquid
https://www.vlr.gg/213194/team-liquid-vs-team-vitality-champions-tour-2023-emea-league-ur1,AllMaps,Team Liquid,2,32,Team Vitality,1,35,Team Liquid
https://www.vlr.gg/213195/fnatic-vs-fut-esports-champions-tour-2023-emea-league-ubsf,Bind,FNATIC,,9,FUT Esports,,13,FUT Esports
https://www.vlr.gg/213195/fnatic-vs-fut-esports-champions-tour-2023-emea-league-ubsf,Split,FNATIC,,13,FUT Esports,,2,FNATIC
https://www.vlr.gg/213195/fnatic-vs-fut-esports-champions-tour-2023-emea-league-ubsf,Lotus,FNATIC,,13,FUT Esports,,1,FNATIC
https://www.vlr.gg/213195/fnatic-vs-fut-esports-champions-tour-2023-emea-league-ubsf,AllMaps,FNATIC,2,35,FUT Esports,1,16,FNATIC
https://www.vlr.gg/213196/natus-vincere-vs-team-liquid-champions-tour-2023-emea-league-ubsf,Bind,Natus Vincere,,11,Team Liquid,,13,Team Liquid
https://www.vlr.gg/213196/natus-vincere-vs-team-liquid-champions-tour-2023-emea-league-ubsf,Split,Natus Vincere,,10,Team Liquid,,13,Team Liquid
https://www.vlr.gg/213196/natus-vincere-vs-team-liquid-champions-tour-2023-emea-league-ubsf,AllMaps,Natus Vincere,0,21,Team Liquid,2,26,Team Liquid
https://www.vlr.gg/213197/fnatic-vs-team-liquid-champions-tour-2023-emea-league-ubf,Lotus,FNATIC,,14,Team Liquid,,12,FNATIC
https://www.vlr.gg/213197/fnatic-vs-team-liquid-champions-tour-2023-emea-league-ubf,Bind,FNATIC,,13,Team Liquid,,6,FNATIC
https://www.vlr.gg/213197/fnatic-vs-team-liquid-champions-tour-2023-emea-league-ubf,AllMaps,FNATIC,2,27,Team Liquid,0,18,FNATIC
https://www.vlr.gg/213199/natus-vincere-vs-giants-gaming-champions-tour-2023-emea-league-lr1,Pearl,Natus Vincere,,13,Giants Gaming,,9,Natus Vincere
https://www.vlr.gg/213199/natus-vincere-vs-giants-gaming-champions-tour-2023-emea-league-lr1,Ascent,Natus Vincere,,13,Giants Gaming,,9,Natus Vincere
https://www.vlr.gg/213199/natus-vincere-vs-giants-gaming-champions-tour-2023-emea-league-lr1,AllMaps,Natus Vincere,2,26,Giants Gaming,0,18,Natus Vincere
https://www.vlr.gg/213200/fut-esports-vs-team-vitality-champions-tour-2023-emea-league-lr1,Split,FUT Esports,,13,Team Vitality,,9,FUT Esports
https://www.vlr.gg/213200/fut-esports-vs-team-vitality-champions-tour-2023-emea-league-lr1,Haven,FUT Esports,,9,Team Vitality,,13,Team Vitality
https://www.vlr.gg/213200/fut-esports-vs-team-vitality-champions-tour-2023-emea-league-lr1,Lotus,FUT Esports,,13,Team Vitality,,6,FUT Esports
https://www.vlr.gg/213200/fut-esports-vs-team-vitality-champions-tour-2023-emea-league-lr1,AllMaps,FUT Esports,2,35,Team Vitality,1,28,FUT Esports
https://www.vlr.gg/213201/natus-vincere-vs-fut-esports-champions-tour-2023-emea-league-lr2,Lotus,Natus Vincere,,8,FUT Esports,,13,FUT Esports
https://www.vlr.gg/213201/natus-vincere-vs-fut-esports-champions-tour-2023-emea-league-lr2,Fracture,Natus Vincere,,7,FUT Esports,,13,FUT Esports
https://www.vlr.gg/213201/natus-vincere-vs-fut-esports-champions-tour-2023-emea-league-lr2,AllMaps,Natus Vincere,0,15,FUT Esports,2,26,FUT Esports
