Mapa,Jogador,Time,Agente,R,ACS,K,D,A,+/-,KAST,ADR,HS%,FK,FD,+/-_FK_FD,Time1,Score_T1,Time2,Score_T2,target,Impacto_Ofensivo,Impacto_Suporte,Impacto_Geral
AllMaps,trent,G2,Tejo,1.4,244.0,61,40,23,21,81.0,158.0,36.0,2.0,2.0,0.0,G2,41,100T,32,1,0.803,0.446,1.249
AllMaps,leaf,G2,Vyse,1.12,231.0,59,51,26,8,70.0,160.0,17.0,17.0,9.0,8.0,G2,41,100T,32,1,0.757,0.419,1.177
AllMaps,jawgemo,G2,Yoru,1.05,224.0,54,51,25,3,73.0,143.0,22.0,15.0,9.0,6.0,G2,41,100T,32,1,0.713,0.417,1.13
AllMaps,valyn,G2,Astra,1.0,200.0,55,49,24,6,78.0,113.0,22.0,8.0,4.0,4.0,G2,41,100T,32,1,0.707,0.42,1.127
AllMaps,JonahP,G2,Breach,0.97,158.0,41,45,36,-4,75.0,103.0,20.0,3.0,4.0,-1.0,G2,41,100T,32,1,0.539,0.382,0.92
AllMaps,Cryocells,100T,Iso,1.06,206.0,61,56,15,5,67.0,144.0,23.0,5.0,8.0,-3.0,G2,41,100T,32,0,0.738,0.365,1.103
AllMaps,eeiu,100T,Sova,1.01,197.0,46,49,20,-3,68.0,130.0,39.0,3.0,7.0,-4.0,G2,41,100T,32,0,0.619,0.361,0.98
AllMaps,zander,100T,Omen,1.0,183.0,48,49,25,-1,75.0,125.0,24.0,3.0,7.0,-4.0,G2,41,100T,32,0,0.619,0.372,0.991
AllMaps,Asuna,100T,Neon,0.73,180.0,44,60,19,-16,66.0,124.0,20.0,12.0,14.0,-2.0,G2,41,100T,32,0,0.523,0.333,0.855
AllMaps,Boostio,100T,Cypher,0.71,149.0,37,56,12,-19,63.0,107.0,35.0,5.0,9.0,-4.0,G2,41,100T,32,0,0.514,0.321,0.835
AllMaps,Shyy,KRÜ,Vyse,1.19,228.0,44,34,12,10,84.0,148.0,21.0,6.0,1.0,5.0,KRU,23,EG,27,0,0.762,0.459,1.221
AllMaps,keznit,KRÜ,Neon,1.18,240.0,42,36,13,6,72.0,156.0,19.0,9.0,8.0,1.0,KRU,23,EG,27,0,0.769,0.416,1.185
AllMaps,Mazino,KRÜ,Breach,1.01,212.0,37,38,23,-1,80.0,135.0,28.0,4.0,9.0,-5.0,KRU,23,EG,27,0,0.646,0.381,1.028
AllMaps,Melser,KRÜ,Omen,0.88,163.0,30,37,21,-7,90.0,113.0,21.0,1.0,4.0,-3.0,KRU,23,EG,27,0,0.495,0.384,0.879
AllMaps,adverso,KRÜ,Tejo,0.86,177.0,29,35,15,-6,76.0,120.0,23.0,3.0,5.0,-2.0,KRU,23,EG,27,0,0.537,0.363,0.9
AllMaps,icy,EG,Raze,1.17,255.0,44,36,8,8,64.0,176.0,29.0,10.0,5.0,5.0,KRU,23,EG,27,1,0.802,0.403,1.205
AllMaps,yay,EG,Clove,1.09,232.0,41,38,9,3,74.0,146.0,27.0,13.0,11.0,2.0,KRU,23,EG,27,1,0.73,0.419,1.149
AllMaps,Derrek,EG,Tejo,1.06,189.0,33,33,17,0,76.0,141.0,43.0,0.0,2.0,-2.0,KRU,23,EG,27,1,0.647,0.384,1.031
AllMaps,NaturE,EG,Fade,0.95,195.0,36,39,22,-3,78.0,119.0,24.0,3.0,2.0,1.0,KRU,23,EG,27,1,0.586,0.402,0.988
AllMaps,supamen,EG,Viper,0.69,155.0,26,37,8,-11,66.0,110.0,40.0,1.0,3.0,-2.0,KRU,23,EG,27,1,0.493,0.317,0.81
AllMaps,leaf,G2,Viper,1.25,259.0,59,41,22,18,76.0,156.0,20.0,7.0,10.0,-3.0,G2,35,EG,31,1,0.787,0.4,1.187
AllMaps,trent,G2,Tejo,1.17,215.0,55,43,16,12,79.0,144.0,30.0,7.0,4.0,3.0,G2,35,EG,31,1,0.763,0.44,1.203
AllMaps,JonahP,G2,Breach,1.11,204.0,45,45,40,0,77.0,127.0,16.0,2.0,7.0,-5.0,G2,35,EG,31,1,0.63,0.387,1.017
AllMaps,jawgemo,G2,Yoru,0.93,249.0,55,54,10,1,77.0,151.0,23.0,16.0,8.0,8.0,G2,35,EG,31,1,0.689,0.411,1.1
AllMaps,valyn,G2,Omen,0.91,166.0,40,45,28,-5,71.0,111.0,18.0,2.0,3.0,-1.0,G2,35,EG,31,1,0.508,0.369,0.877
AllMaps,supamen,EG,Viper,1.06,199.0,46,47,20,-1,65.0,128.0,43.0,6.0,7.0,-1.0,G2,35,EG,31,0,0.658,0.375,1.033
AllMaps,yay,EG,Clove,1.01,243.0,58,56,16,2,64.0,159.0,41.0,9.0,8.0,1.0,G2,35,EG,31,0,0.737,0.385,1.122
AllMaps,Derrek,EG,Tejo,0.92,179.0,41,48,15,-7,67.0,122.0,29.0,4.0,2.0,2.0,G2,35,EG,31,0,0.554,0.389,0.942
AllMaps,icy,EG,Raze,0.92,231.0,51,56,10,-5,65.0,146.0,23.0,12.0,12.0,0.0,G2,35,EG,31,0,0.586,0.368,0.954
AllMaps,NaturE,EG,Fade,0.76,142.0,32,48,20,-16,71.0,95.0,23.0,1.0,5.0,-4.0,G2,35,EG,31,0,0.463,0.34,0.803
AllMaps,aspas,MIBR,Jett,1.2,232.0,78,64,15,14,69.0,144.0,29.0,23.0,17.0,6.0,MIBR,44,G2,51,0,0.773,0.426,1.199
AllMaps,Verno,MIBR,Tejo,1.08,209.0,70,61,18,9,72.0,142.0,23.0,3.0,3.0,0.0,MIBR,44,G2,51,0,0.74,0.397,1.137
AllMaps,xenom,MIBR,Omen,0.91,184.0,63,63,22,0,64.0,126.0,37.0,3.0,10.0,-7.0,MIBR,44,G2,51,0,0.642,0.344,0.986
AllMaps,artzin,MIBR,Breach,0.83,179.0,53,74,47,-21,66.0,124.0,27.0,3.0,11.0,-8.0,MIBR,44,G2,51,0,0.543,0.339,0.882
AllMaps,cortezia,MIBR,Cypher,0.65,163.0,57,77,17,-20,68.0,105.0,30.0,11.0,11.0,0.0,MIBR,44,G2,51,0,0.507,0.345,0.852
AllMaps,trent,G2,Tejo,1.23,204.0,66,54,42,12,81.0,146.0,24.0,7.0,7.0,0.0,MIBR,44,G2,51,1,0.758,0.428,1.185
AllMaps,leaf,G2,Vyse,1.2,265.0,87,70,26,17,80.0,170.0,27.0,14.0,8.0,6.0,MIBR,44,G2,51,1,0.803,0.445,1.248
AllMaps,valyn,G2,Astra,1.11,222.0,76,65,28,11,75.0,141.0,29.0,6.0,14.0,-8.0,MIBR,44,G2,51,1,0.757,0.384,1.14
AllMaps,jawgemo,G2,Yoru,0.9,188.0,66,67,17,-1,73.0,122.0,27.0,16.0,12.0,4.0,MIBR,44,G2,51,1,0.613,0.401,1.014
AllMaps,JonahP,G2,Breach,0.84,150.0,44,65,55,-21,74.0,94.0,15.0,9.0,2.0,7.0,MIBR,44,G2,51,1,0.492,0.396,0.888
AllMaps,keznit,KRÜ,Raze,1.24,269.0,53,38,13,15,76.0,165.0,22.0,12.0,7.0,5.0,KRU,29,LOUD,25,0,0.799,0.442,1.242
AllMaps,Melser,KRÜ,Brimstone,1.15,209.0,39,35,23,4,78.0,118.0,21.0,5.0,4.0,1.0,KRU,29,LOUD,25,0,0.714,0.423,1.137
AllMaps,Shyy,KRÜ,Vyse,1.08,182.0,39,34,13,5,69.0,123.0,23.0,4.0,3.0,1.0,KRU,29,LOUD,25,0,0.715,0.401,1.115
AllMaps,Mazino,KRÜ,Breach,1.0,183.0,34,39,26,-5,76.0,122.0,20.0,4.0,5.0,-1.0,KRU,29,LOUD,25,0,0.551,0.387,0.938
AllMaps,adverso,KRÜ,Tejo,0.89,177.0,32,38,13,-6,74.0,131.0,19.0,4.0,6.0,-2.0,KRU,29,LOUD,25,0,0.541,0.363,0.904
AllMaps,pANcada,LOUD,Brimstone,1.08,214.0,39,39,20,0,78.0,143.0,38.0,4.0,5.0,-1.0,KRU,29,LOUD,25,0,0.687,0.398,1.085
AllMaps,cauanzin,LOUD,Tejo,1.03,210.0,40,36,11,4,65.0,148.0,23.0,5.0,9.0,-4.0,KRU,29,LOUD,25,0,0.724,0.358,1.082
AllMaps,dgzin,LOUD,Neon,1.02,224.0,41,40,10,1,70.0,137.0,28.0,7.0,6.0,1.0,KRU,29,LOUD,25,0,0.684,0.396,1.08
AllMaps,tuyz,LOUD,Cypher,0.89,197.0,36,38,18,-2,70.0,138.0,22.0,7.0,5.0,2.0,KRU,29,LOUD,25,0,0.605,0.391,0.996
AllMaps,v1nny,LOUD,Breach,0.7,144.0,28,44,20,-16,70.0,98.0,33.0,2.0,4.0,-2.0,KRU,29,LOUD,25,0,0.488,0.336,0.824
AllMaps,Zap,2G,Sova,1.07,205.0,34,31,9,3,71.0,135.0,22.0,2.0,1.0,1.0,2G,19,EG,26,0,0.686,0.412,1.098
AllMaps,gobera,2G,Cypher,0.99,203.0,33,31,4,2,60.0,140.0,36.0,7.0,4.0,3.0,2G,19,EG,26,0,0.698,0.333,1.031
AllMaps,Askia,2G,Yoru,0.97,214.0,34,35,6,-1,60.0,157.0,30.0,5.0,6.0,-1.0,2G,19,EG,26,0,0.66,0.323,0.983
AllMaps,silentzz,2G,Iso,0.78,223.0,34,42,6,-8,62.0,143.0,48.0,6.0,4.0,2.0,2G,19,EG,26,0,0.595,0.332,0.927
AllMaps,lz,2G,Omen,0.76,144.0,22,33,24,-11,64.0,87.0,30.0,3.0,7.0,-4.0,2G,19,EG,26,0,0.498,0.328,0.826
AllMaps,NaturE,EG,Breach,1.24,232.0,37,31,25,6,80.0,138.0,21.0,3.0,4.0,-1.0,2G,19,EG,26,1,0.762,0.419,1.181
AllMaps,yay,EG,Cypher,1.2,252.0,43,33,7,10,80.0,176.0,33.0,3.0,5.0,-2.0,2G,19,EG,26,1,0.809,0.384,1.192
AllMaps,Derrek,EG,Sova,1.02,177.0,26,28,17,-2,82.0,123.0,35.0,5.0,3.0,2.0,2G,19,EG,26,1,0.616,0.424,1.041
AllMaps,supamen,EG,Omen,1.01,197.0,31,32,13,-1,71.0,134.0,27.0,2.0,5.0,-3.0,2G,19,EG,26,1,0.622,0.366,0.988
AllMaps,icy,EG,Waylay,0.97,210.0,35,33,7,2,73.0,132.0,17.0,9.0,6.0,3.0,2G,19,EG,26,1,0.668,0.386,1.054
AllMaps,bang,SEN,Astra,1.32,222.0,42,30,22,12,80.0,139.0,35.0,5.0,3.0,2.0,SEN,35,100T,19,1,0.785,0.453,1.238
AllMaps,Zellsis,SEN,Vyse,1.23,232.0,45,30,8,15,69.0,135.0,24.0,4.0,6.0,-2.0,SEN,35,100T,19,1,0.764,0.379,1.143
AllMaps,johnqt,SEN,Tejo,1.14,198.0,38,33,12,5,72.0,130.0,21.0,4.0,3.0,1.0,SEN,35,100T,19,1,0.73,0.412,1.142
AllMaps,zekken,SEN,Yoru,0.99,227.0,40,39,17,1,69.0,138.0,24.0,9.0,14.0,-5.0,SEN,35,100T,19,1,0.678,0.361,1.039
AllMaps,N4RRATE,SEN,Fade,0.98,194.0,35,38,28,-3,74.0,122.0,19.0,2.0,4.0,-2.0,SEN,35,100T,19,1,0.568,0.372,0.941
AllMaps,Cryocells,100T,Yoru,1.04,199.0,39,37,19,2,74.0,135.0,28.0,5.0,3.0,2.0,SEN,35,100T,19,0,0.688,0.413,1.101
AllMaps,Asuna,100T,Neon,1.0,217.0,39,44,18,-5,76.0,162.0,33.0,17.0,14.0,3.0,SEN,35,100T,19,0,0.611,0.417,1.028
AllMaps,eeiu,100T,Fade,1.0,175.0,38,37,8,1,72.0,117.0,29.0,1.0,1.0,0.0,SEN,35,100T,19,0,0.617,0.387,1.003
AllMaps,zander,100T,Astra,0.75,152.0,28,42,29,-14,74.0,95.0,23.0,3.0,1.0,2.0,SEN,35,100T,19,0,0.497,0.392,0.888
AllMaps,Boostio,100T,Vyse,0.66,145.0,26,40,9,-14,59.0,100.0,30.0,4.0,5.0,-1.0,SEN,35,100T,19,0,0.496,0.322,0.819
AllMaps,zekken,SEN,Raze,1.19,276.0,37,30,8,7,73.0,179.0,32.0,13.0,9.0,4.0,SEN,15,KRU,26,0,0.82,0.421,1.241
AllMaps,johnqt,SEN,Viper,1.1,184.0,27,26,23,1,83.0,117.0,24.0,0.0,1.0,-1.0,SEN,15,KRU,26,0,0.625,0.418,1.043
AllMaps,bang,SEN,Omen,0.91,185.0,28,30,16,-2,66.0,123.0,34.0,3.0,5.0,-2.0,SEN,15,KRU,26,0,0.607,0.352,0.959
AllMaps,N4RRATE,SEN,Fade,0.91,179.0,20,30,16,-10,76.0,137.0,17.0,1.0,1.0,0.0,SEN,15,KRU,26,0,0.51,0.395,0.905
AllMaps,Zellsis,SEN,Vyse,0.52,114.0,16,30,4,-14,49.0,80.0,23.0,1.0,7.0,-6.0,SEN,15,KRU,26,0,0.391,0.222,0.613
AllMaps,keznit,KRÜ,Yoru,1.44,280.0,42,27,11,15,76.0,157.0,24.0,13.0,6.0,7.0,SEN,15,KRU,26,0,0.824,0.463,1.287
AllMaps,Mazino,KRÜ,Breach,1.38,253.0,40,26,12,14,73.0,162.0,29.0,1.0,2.0,-1.0,SEN,15,KRU,26,0,0.784,0.422,1.206
AllMaps,Shyy,KRÜ,Vyse,1.2,171.0,28,18,8,10,76.0,128.0,20.0,2.0,2.0,0.0,SEN,15,KRU,26,0,0.706,0.405,1.111
AllMaps,Melser,KRÜ,Omen,0.88,168.0,22,29,19,-7,66.0,112.0,25.0,5.0,6.0,-1.0,SEN,15,KRU,26,0,0.532,0.357,0.889
AllMaps,adverso,KRÜ,Tejo,0.59,103.0,14,28,12,-14,61.0,78.0,17.0,2.0,2.0,0.0,SEN,15,KRU,26,0,0.389,0.327,0.715
AllMaps,Cryocells,100T,Chamber,1.75,344.0,54,26,9,28,81.0,218.0,32.0,7.0,0.0,7.0,100T,26,EG,17,1,0.864,0.493,1.357
AllMaps,eeiu,100T,Tejo,1.43,244.0,40,23,12,17,86.0,167.0,36.0,3.0,0.0,3.0,100T,26,EG,17,1,0.827,0.497,1.324
AllMaps,zander,100T,Brimstone,0.83,155.0,24,31,20,-7,72.0,103.0,23.0,5.0,5.0,0.0,100T,26,EG,17,1,0.512,0.37,0.882
AllMaps,Boostio,100T,Breach,0.75,153.0,24,32,10,-8,63.0,101.0,34.0,2.0,3.0,-1.0,100T,26,EG,17,1,0.5,0.338,0.839
AllMaps,Asuna,100T,Neon,0.66,149.0,22,33,9,-11,60.0,97.0,25.0,8.0,10.0,-2.0,100T,26,EG,17,1,0.49,0.315,0.805
AllMaps,Derrek,EG,Tejo,1.13,224.0,34,29,12,5,77.0,153.0,34.0,1.0,2.0,-1.0,100T,26,EG,17,0,0.744,0.402,1.146
AllMaps,NaturE,EG,Breach,1.05,212.0,31,32,24,-1,79.0,131.0,26.0,2.0,1.0,1.0,100T,26,EG,17,0,0.63,0.423,1.054
AllMaps,yay,EG,Killjoy,0.91,195.0,29,33,3,-4,56.0,125.0,33.0,5.0,5.0,0.0,100T,26,EG,17,0,0.582,0.285,0.867
AllMaps,supamen,EG,Brimstone,0.9,176.0,25,33,21,-8,67.0,121.0,28.0,6.0,7.0,-1.0,100T,26,EG,17,0,0.548,0.361,0.909
AllMaps,icy,EG,Raze,0.69,179.0,26,37,6,-11,70.0,126.0,32.0,4.0,10.0,-6.0,100T,26,EG,17,0,0.535,0.297,0.833
AllMaps,pANcada,LOUD,Omen,1.32,243.0,43,34,18,9,76.0,156.0,32.0,4.0,2.0,2.0,LOUD,23,2G,27,0,0.803,0.446,1.249
AllMaps,dgzin,LOUD,Neon,1.3,281.0,51,36,9,15,70.0,169.0,28.0,16.0,7.0,9.0,LOUD,23,2G,27,0,0.822,0.438,1.261
AllMaps,cauanzin,LOUD,Fade,0.9,192.0,31,39,16,-8,68.0,130.0,19.0,3.0,8.0,-5.0,LOUD,23,2G,27,0,0.549,0.35,0.898
AllMaps,tuyz,LOUD,Cypher,0.79,130.0,25,32,7,-7,62.0,101.0,32.0,0.0,2.0,-2.0,LOUD,23,2G,27,0,0.476,0.31,0.786
AllMaps,v1nny,LOUD,Breach,0.63,122.0,20,39,29,-19,74.0,83.0,24.0,0.0,8.0,-8.0,LOUD,23,2G,27,0,0.429,0.331,0.76
AllMaps,gobera,2G,Tejo,1.16,221.0,38,32,13,6,82.0,149.0,27.0,3.0,1.0,2.0,LOUD,23,2G,27,1,0.764,0.449,1.213
AllMaps,Askia,2G,Yoru,1.03,220.0,38,33,10,5,68.0,142.0,37.0,11.0,9.0,2.0,LOUD,23,2G,27,1,0.758,0.402,1.16
AllMaps,lz,2G,Omen,1.01,210.0,40,35,15,5,82.0,131.0,40.0,4.0,4.0,0.0,LOUD,23,2G,27,1,0.747,0.406,1.153
AllMaps,silentzz,2G,Vyse,0.97,202.0,34,34,12,0,78.0,139.0,43.0,5.0,4.0,1.0,LOUD,23,2G,27,1,0.672,0.404,1.076
AllMaps,PxS,2G,Breach,0.92,174.0,30,36,21,-6,72.0,117.0,32.0,4.0,5.0,-1.0,LOUD,23,2G,27,1,0.552,0.371,0.923
AllMaps,supamen,EG,Omen,0.84,168.0,22,28,8,-6,56.0,108.0,42.0,0.0,5.0,-5.0,EG,10,SEN,26,0,0.516,0.312,0.828
AllMaps,icy,EG,Waylay,0.76,147.0,21,27,1,-6,61.0,85.0,40.0,4.0,3.0,1.0,EG,10,SEN,26,0,0.51,0.286,0.796
AllMaps,yay,EG,Cypher,0.72,202.0,23,33,4,-10,56.0,130.0,32.0,9.0,8.0,1.0,EG,10,SEN,26,0,0.552,0.285,0.837
AllMaps,NaturE,EG,Breach,0.67,147.0,17,30,11,-13,64.0,103.0,37.0,2.0,4.0,-2.0,EG,10,SEN,26,0,0.475,0.323,0.798
AllMaps,Derrek,EG,Sova,0.6,135.0,15,31,8,-16,64.0,99.0,27.0,1.0,0.0,1.0,EG,10,SEN,26,0,0.423,0.349,0.772
AllMaps,N4RRATE,SEN,Sova,1.63,303.0,39,19,17,20,81.0,199.0,24.0,4.0,1.0,3.0,EG,10,SEN,26,1,0.853,0.484,1.337
AllMaps,bang,SEN,Omen,1.24,208.0,28,17,19,11,81.0,124.0,53.0,3.0,3.0,0.0,EG,10,SEN,26,1,0.779,0.429,1.208
AllMaps,zekken,SEN,Neon,1.2,245.0,33,23,5,10,81.0,159.0,36.0,10.0,7.0,3.0,EG,10,SEN,26,1,0.798,0.402,1.199
AllMaps,johnqt,SEN,Breach,1.18,195.0,25,18,15,7,81.0,135.0,18.0,1.0,3.0,-2.0,EG,10,SEN,26,1,0.702,0.405,1.107
AllMaps,Zellsis,SEN,Cypher,0.97,177.0,24,21,9,3,81.0,121.0,22.0,2.0,2.0,0.0,EG,10,SEN,26,1,0.653,0.4,1.053
AllMaps,Cryocells,100T,Iso,1.44,286.0,68,44,23,24,75.0,189.0,28.0,11.0,7.0,4.0,100T,32,LOUD,32,1,0.853,0.462,1.314
AllMaps,eeiu,100T,Sova,1.08,186.0,41,40,17,1,73.0,124.0,24.0,2.0,3.0,-1.0,100T,32,LOUD,32,1,0.644,0.39,1.034
AllMaps,Asuna,100T,Neon,1.01,210.0,45,48,17,-3,67.0,134.0,20.0,3.0,13.0,-10.0,100T,32,LOUD,32,1,0.603,0.36,0.963
AllMaps,zander,100T,Omen,0.98,189.0,41,45,25,-4,75.0,125.0,21.0,6.0,9.0,-3.0,100T,32,LOUD,32,1,0.571,0.37,0.941
AllMaps,Boostio,100T,Cypher,0.64,120.0,24,47,21,-23,63.0,77.0,25.0,5.0,5.0,0.0,100T,32,LOUD,32,1,0.461,0.335,0.796
AllMaps,lukxo,LOUD,Cypher,1.32,278.0,66,43,10,23,70.0,178.0,39.0,13.0,3.0,10.0,100T,32,LOUD,32,0,0.842,0.441,1.283
AllMaps,cauanzin,LOUD,Tejo,1.14,211.0,45,38,18,7,75.0,143.0,25.0,5.0,4.0,1.0,100T,32,LOUD,32,0,0.751,0.417,1.168
AllMaps,pANcada,LOUD,Omen,1.06,187.0,42,40,19,2,77.0,136.0,26.0,3.0,4.0,-1.0,100T,32,LOUD,32,0,0.682,0.395,1.077
AllMaps,dgzin,LOUD,Neon,0.83,214.0,45,51,16,-6,70.0,141.0,30.0,14.0,13.0,1.0,100T,32,LOUD,32,0,0.575,0.376,0.95
AllMaps,v1nny,LOUD,Breach,0.62,120.0,26,47,27,-21,72.0,78.0,28.0,2.0,3.0,-1.0,100T,32,LOUD,32,0,0.448,0.34,0.788
AllMaps,lz,2G,Viper,1.24,241.0,51,40,17,11,77.0,155.0,44.0,7.0,6.0,1.0,2G,25,KRU,32,0,0.806,0.431,1.237
AllMaps,silentzz,2G,Killjoy,0.87,196.0,38,44,5,-6,74.0,129.0,31.0,1.0,3.0,-2.0,2G,25,KRU,32,0,0.534,0.316,0.85
AllMaps,PxS,2G,Kayo,0.8,168.0,32,41,22,-9,81.0,100.0,24.0,3.0,6.0,-3.0,2G,25,KRU,32,0,0.514,0.361,0.875
AllMaps,Askia,2G,Jett,0.79,164.0,33,39,7,-6,67.0,105.0,28.0,5.0,13.0,-8.0,2G,25,KRU,32,0,0.52,0.314,0.834
AllMaps,gobera,2G,Tejo,0.68,142.0,29,43,9,-14,60.0,102.0,22.0,6.0,7.0,-1.0,2G,25,KRU,32,0,0.488,0.326,0.813
AllMaps,Melser,KRÜ,Viper,1.28,214.0,44,36,27,8,82.0,156.0,28.0,5.0,3.0,2.0,2G,25,KRU,32,0,0.78,0.452,1.232
AllMaps,adverso,KRÜ,Sova,1.18,188.0,38,32,21,6,74.0,127.0,16.0,3.0,4.0,-1.0,2G,25,KRU,32,0,0.72,0.402,1.122
AllMaps,Mazino,KRÜ,Harbor,1.14,230.0,47,42,17,5,81.0,159.0,31.0,5.0,3.0,2.0,2G,25,KRU,32,0,0.778,0.436,1.214
AllMaps,keznit,KRÜ,Jett,1.1,250.0,48,43,20,5,72.0,162.0,18.0,17.0,8.0,9.0,2G,25,KRU,32,0,0.767,0.421,1.188
AllMaps,Shyy,KRÜ,Killjoy,0.98,149.0,30,30,14,0,74.0,100.0,21.0,5.0,4.0,1.0,2G,25,KRU,32,0,0.595,0.398,0.993
AllMaps,Cryocells,100T,Yoru,1.46,273.0,50,26,7,24,85.0,170.0,22.0,4.0,6.0,-2.0,100T,28,2G,19,1,0.828,0.419,1.247
AllMaps,Boostio,100T,Killjoy,1.3,271.0,44,34,8,10,77.0,175.0,33.0,12.0,5.0,7.0,100T,28,2G,19,1,0.828,0.439,1.267
AllMaps,Asuna,100T,Tejo,1.13,187.0,29,28,25,1,83.0,128.0,19.0,3.0,3.0,0.0,100T,28,2G,19,1,0.66,0.421,1.08
AllMaps,zander,100T,Omen,1.06,188.0,28,32,25,-4,79.0,123.0,20.0,4.0,5.0,-1.0,100T,28,2G,19,1,0.576,0.398,0.974
AllMaps,eeiu,100T,Sova,0.91,167.0,25,30,14,-5,72.0,112.0,28.0,1.0,4.0,-3.0,100T,28,2G,19,1,0.509,0.357,0.866
AllMaps,Askia,2G,Jett,1.01,222.0,35,36,9,-1,74.0,155.0,31.0,9.0,6.0,3.0,100T,28,2G,19,0,0.668,0.414,1.082
AllMaps,lz,2G,Omen,0.97,207.0,37,35,17,2,81.0,124.0,44.0,5.0,3.0,2.0,100T,28,2G,19,0,0.696,0.418,1.113
AllMaps,PxS,2G,Kayo,0.77,163.0,25,36,28,-11,79.0,102.0,28.0,5.0,6.0,-1.0,100T,28,2G,19,0,0.516,0.367,0.883
AllMaps,gobera,2G,Tejo,0.76,152.0,25,33,13,-8,68.0,117.0,22.0,0.0,7.0,-7.0,100T,28,2G,19,0,0.481,0.335,0.816
AllMaps,silentzz,2G,Vyse,0.75,158.0,28,36,7,-8,55.0,106.0,26.0,4.0,2.0,2.0,100T,28,2G,19,0,0.511,0.328,0.839
AllMaps,N4RRATE,SEN,Breach,1.6,277.0,62,35,35,27,86.0,182.0,28.0,9.0,3.0,6.0,SEN,37,LOUD,28,1,0.847,0.483,1.33
AllMaps,johnqt,SEN,Tejo,1.3,199.0,50,33,31,17,78.0,132.0,29.0,3.0,5.0,-2.0,SEN,37,LOUD,28,1,0.76,0.413,1.173
AllMaps,bang,SEN,Omen,0.91,172.0,39,42,22,-3,80.0,108.0,33.0,7.0,4.0,3.0,SEN,37,LOUD,28,1,0.575,0.414,0.989
AllMaps,zekken,SEN,Yoru,0.9,184.0,45,47,19,-2,72.0,117.0,23.0,4.0,11.0,-7.0,SEN,37,LOUD,28,1,0.587,0.356,0.944
AllMaps,Zellsis,SEN,Viper,0.89,194.0,39,45,19,-6,60.0,126.0,25.0,10.0,9.0,1.0,SEN,37,LOUD,28,1,0.555,0.365,0.92
AllMaps,lukxo,LOUD,Viper,1.21,273.0,61,49,16,12,66.0,181.0,27.0,12.0,6.0,6.0,SEN,37,LOUD,28,0,0.816,0.422,1.238
AllMaps,dgzin,LOUD,Jett,1.07,226.0,53,50,11,3,71.0,148.0,37.0,14.0,8.0,6.0,SEN,37,LOUD,28,0,0.739,0.416,1.154
AllMaps,tuyz,LOUD,Breach,0.8,124.0,28,42,28,-14,71.0,84.0,37.0,1.0,5.0,-4.0,SEN,37,LOUD,28,0,0.469,0.344,0.813
AllMaps,pANcada,LOUD,Omen,0.78,165.0,36,49,18,-13,65.0,113.0,32.0,5.0,6.0,-1.0,SEN,37,LOUD,28,0,0.53,0.345,0.875
AllMaps,cauanzin,LOUD,Tejo,0.65,111.0,24,45,11,-21,58.0,78.0,18.0,0.0,8.0,-8.0,SEN,37,LOUD,28,0,0.418,0.306,0.724
AllMaps,Mazino,KRÜ,Breach,1.16,254.0,32,33,11,-1,70.0,145.0,27.0,4.0,4.0,0.0,KRU,11,EG,26,0,0.688,0.402,1.09
AllMaps,Shyy,KRÜ,Vyse,0.86,176.0,24,29,5,-5,59.0,120.0,35.0,1.0,3.0,-2.0,KRU,11,EG,26,0,0.522,0.29,0.812
AllMaps,keznit,KRÜ,Yoru,0.69,180.0,22,35,10,-13,59.0,129.0,33.0,6.0,7.0,-1.0,KRU,11,EG,26,0,0.539,0.325,0.864
AllMaps,Melser,KRÜ,Omen,0.65,133.0,17,30,12,-13,59.0,96.0,27.0,4.0,5.0,-1.0,KRU,11,EG,26,0,0.465,0.321,0.786
AllMaps,adverso,KRÜ,Tejo,0.62,151.0,19,31,7,-12,65.0,104.0,25.0,1.0,2.0,-1.0,KRU,11,EG,26,0,0.452,0.305,0.758
AllMaps,supamen,EG,Viper,1.66,281.0,43,19,10,24,78.0,178.0,43.0,2.0,1.0,1.0,KRU,11,EG,26,1,0.849,0.466,1.315
AllMaps,Derrek,EG,Tejo,1.2,231.0,30,23,8,7,78.0,157.0,25.0,2.0,1.0,1.0,KRU,11,EG,26,1,0.761,0.426,1.187
AllMaps,NaturE,EG,Fade,1.19,247.0,32,23,18,9,78.0,159.0,22.0,2.0,2.0,0.0,KRU,11,EG,26,1,0.765,0.419,1.183
AllMaps,icy,EG,Raze,1.08,245.0,32,24,7,8,84.0,155.0,25.0,9.0,9.0,0.0,KRU,11,EG,26,1,0.769,0.395,1.163
AllMaps,yay,EG,Clove,0.75,143.0,21,25,7,-4,70.0,91.0,39.0,6.0,3.0,3.0,KRU,11,EG,26,1,0.525,0.358,0.882
AllMaps,zekken,SEN,Neon,1.9,349.0,46,18,10,28,91.0,229.0,34.0,9.0,2.0,7.0,SEN,26,2G,9,1,0.866,0.492,1.358
AllMaps,bang,SEN,Omen,1.58,268.0,35,19,18,16,86.0,163.0,38.0,5.0,3.0,2.0,SEN,26,2G,9,1,0.842,0.479,1.321
AllMaps,johnqt,SEN,Breach,1.39,179.0,22,14,26,8,91.0,126.0,33.0,2.0,1.0,1.0,SEN,26,2G,9,1,0.746,0.479,1.225
