Mapa,Jogador,Time,Agente,R,ACS,K,D,A,+/-,KAST,ADR,HS%,FK,FD,+/-_FK_FD,Time1,Score_T1,Time2,Score_T2,target,Impacto_Ofensivo,Impacto_Suporte,Impacto_Geral
AllMaps,nerve,FUR,Astra,0.83,154.0,32,42,17,-10,68.0,97.0,25.0,3.0,7.0,-4.0,FUR,27,100T,35,0,0.51,0.342,0.853
AllMaps,koalanoob,FUR,Phoenix,0.77,171.0,34,46,16,-12,61.0,120.0,20.0,4.0,6.0,-2.0,FUR,27,100T,35,0,0.52,0.328,0.848
AllMaps,vora,100T,Fade,1.15,205.0,48,37,21,11,76.0,134.0,24.0,1.0,3.0,-2.0,FUR,27,100T,35,1,0.712,0.394,1.106
AllMaps,Cryocells,100T,Chamber,1.14,234.0,55,41,11,14,66.0,151.0,24.0,2.0,7.0,-5.0,FUR,27,100T,35,1,0.751,0.372,1.122
AllMaps,Timotino,100T,Phoenix,1.11,211.0,45,41,24,4,73.0,138.0,32.0,10.0,9.0,1.0,FUR,27,100T,35,1,0.738,0.41,1.149
AllMaps,Asuna,100T,Neon,1.02,220.0,44,46,26,-2,76.0,143.0,20.0,10.0,8.0,2.0,FUR,27,100T,35,1,0.63,0.414,1.045
AllMaps,bang,100T,Astra,0.97,166.0,36,42,29,-6,74.0,105.0,31.0,8.0,4.0,4.0,FUR,27,100T,35,1,0.544,0.41,0.954
AllMaps,Ethan,NRG,Kayo,1.32,245.0,37,24,23,13,84.0,164.0,24.0,3.0,5.0,-2.0,NRG,26,FUR,18,1,0.799,0.425,1.224
AllMaps,Demon1,NRG,Jett,1.16,214.0,33,26,6,7,70.0,146.0,26.0,12.0,5.0,7.0,NRG,26,FUR,18,1,0.758,0.39,1.148
AllMaps,Victor,NRG,Cypher,1.15,223.0,35,27,9,8,82.0,143.0,28.0,8.0,3.0,5.0,NRG,26,FUR,18,1,0.762,0.443,1.204
AllMaps,crashies,NRG,Sova,1.04,183.0,29,24,15,5,80.0,120.0,28.0,3.0,1.0,2.0,NRG,26,FUR,18,1,0.716,0.433,1.148
AllMaps,Marved,NRG,Viper,0.82,153.0,24,31,20,-7,80.0,109.0,24.0,1.0,3.0,-2.0,NRG,26,FUR,18,1,0.485,0.366,0.851
AllMaps,mwzera,FUR,Jett,1.29,230.0,36,29,10,7,77.0,147.0,24.0,9.0,8.0,1.0,NRG,26,FUR,18,0,0.777,0.436,1.213
AllMaps,Khalil,FUR,Cypher,0.96,180.0,29,31,5,-2,66.0,128.0,32.0,1.0,3.0,-2.0,NRG,26,FUR,18,0,0.581,0.312,0.893
AllMaps,liazzi,FUR,Viper,0.96,186.0,27,31,19,-4,73.0,112.0,36.0,3.0,4.0,-1.0,NRG,26,FUR,18,0,0.578,0.377,0.955
AllMaps,kon4n,FUR,Sova,0.95,180.0,26,30,11,-4,77.0,112.0,14.0,2.0,1.0,1.0,NRG,26,FUR,18,0,0.528,0.409,0.937
AllMaps,havoc,FUR,Kayo,0.32,115.0,14,37,14,-23,48.0,77.0,23.0,2.0,11.0,-9.0,NRG,26,FUR,18,0,0.393,0.273,0.665
AllMaps,wippie,C9,Viper,1.16,191.0,44,37,17,7,82.0,129.0,19.0,5.0,3.0,2.0,C9,34,MIBR,34,1,0.725,0.439,1.165
AllMaps,OXY,C9,Yoru,1.1,276.0,65,56,9,9,66.0,179.0,37.0,17.0,13.0,4.0,C9,34,MIBR,34,1,0.816,0.411,1.227
AllMaps,vanity,C9,Skye,1.07,174.0,42,41,23,1,74.0,111.0,24.0,1.0,10.0,-9.0,C9,34,MIBR,34,1,0.613,0.378,0.991
AllMaps,Xeppaa,C9,Raze,1.04,212.0,52,50,20,2,84.0,131.0,27.0,8.0,8.0,0.0,C9,34,MIBR,34,1,0.69,0.413,1.103
AllMaps,jakee,C9,Brimstone,0.97,168.0,37,44,33,-7,76.0,112.0,20.0,1.0,2.0,-1.0,C9,34,MIBR,34,1,0.504,0.383,0.888
AllMaps,RgLMeister,MIBR,Brimstone,1.12,189.0,46,39,30,7,84.0,123.0,27.0,2.0,4.0,-2.0,C9,34,MIBR,34,0,0.713,0.404,1.117
AllMaps,jzz,MIBR,Raze,0.94,216.0,50,53,17,-3,76.0,147.0,29.0,11.0,12.0,-1.0,C9,34,MIBR,34,0,0.62,0.38,1.0
AllMaps,mazin,MIBR,Skye,0.92,178.0,43,49,27,-6,71.0,118.0,27.0,5.0,3.0,2.0,C9,34,MIBR,34,0,0.548,0.395,0.943
AllMaps,artzin,MIBR,Jett,0.87,203.0,47,51,9,-4,75.0,133.0,19.0,12.0,7.0,5.0,C9,34,MIBR,34,0,0.568,0.401,0.969
AllMaps,frz,MIBR,Viper,0.81,165.0,42,48,12,-6,63.0,109.0,23.0,6.0,6.0,0.0,C9,34,MIBR,34,0,0.519,0.353,0.872
AllMaps,mwzera,FUR,Jett,1.18,244.0,38,32,7,6,65.0,164.0,26.0,7.0,7.0,0.0,FUR,20,MIBR,26,0,0.786,0.374,1.16
AllMaps,havoc,FUR,Raze,1.03,228.0,36,32,12,4,63.0,145.0,28.0,10.0,9.0,1.0,FUR,20,MIBR,26,0,0.738,0.385,1.123
AllMaps,kon4n,FUR,Skye,0.91,160.0,25,31,18,-6,74.0,115.0,24.0,4.0,1.0,3.0,FUR,20,MIBR,26,0,0.532,0.413,0.945
AllMaps,Khalil,FUR,Viper,0.89,162.0,25,33,11,-8,63.0,112.0,22.0,2.0,2.0,0.0,FUR,20,MIBR,26,0,0.511,0.362,0.873
AllMaps,liazzi,FUR,Astra,0.83,148.0,23,29,11,-6,67.0,101.0,34.0,2.0,2.0,0.0,FUR,20,MIBR,26,0,0.506,0.362,0.869
AllMaps,frz,MIBR,Viper,1.19,232.0,37,28,11,9,63.0,154.0,26.0,2.0,8.0,-6.0,FUR,20,MIBR,26,1,0.76,0.372,1.132
AllMaps,artzin,MIBR,Jett,1.09,236.0,37,33,8,4,78.0,149.0,27.0,11.0,7.0,4.0,FUR,20,MIBR,26,1,0.749,0.418,1.167
AllMaps,RgLMeister,MIBR,Astra,1.06,169.0,28,26,12,2,74.0,120.0,34.0,1.0,3.0,-2.0,FUR,20,MIBR,26,1,0.643,0.381,1.024
AllMaps,jzz,MIBR,Raze,1.01,213.0,36,32,5,4,65.0,143.0,27.0,6.0,5.0,1.0,FUR,20,MIBR,26,1,0.726,0.342,1.067
AllMaps,mazin,MIBR,Skye,0.78,125.0,19,28,22,-9,67.0,87.0,34.0,1.0,2.0,-1.0,FUR,20,MIBR,26,1,0.457,0.348,0.805
AllMaps,Victor,NRG,Cypher,1.3,233.0,39,28,14,11,74.0,166.0,22.0,4.0,6.0,-2.0,NRG,27,C9,19,1,0.789,0.406,1.196
AllMaps,Demon1,NRG,Jett,1.3,250.0,43,31,4,12,76.0,167.0,36.0,9.0,6.0,3.0,NRG,27,C9,19,1,0.816,0.393,1.209
AllMaps,crashies,NRG,Viper,1.09,162.0,26,23,13,3,74.0,110.0,21.0,3.0,2.0,1.0,NRG,27,C9,19,1,0.665,0.41,1.074
AllMaps,Marved,NRG,Omen,1.03,219.0,36,35,23,1,78.0,135.0,26.0,4.0,4.0,0.0,NRG,27,C9,19,1,0.679,0.402,1.081
AllMaps,Ethan,NRG,Skye,0.87,199.0,29,36,23,-7,80.0,126.0,12.0,5.0,3.0,2.0,NRG,27,C9,19,1,0.534,0.405,0.939
AllMaps,vanity,C9,Skye,1.07,217.0,34,33,16,1,87.0,154.0,24.0,3.0,1.0,2.0,NRG,27,C9,19,0,0.692,0.447,1.139
AllMaps,wippie,C9,Viper,0.94,171.0,29,30,7,-1,63.0,111.0,27.0,1.0,3.0,-2.0,NRG,27,C9,19,0,0.572,0.328,0.9
AllMaps,Xeppaa,C9,Raze,0.94,213.0,31,35,24,-4,78.0,135.0,21.0,2.0,5.0,-3.0,NRG,27,C9,19,0,0.57,0.371,0.94
AllMaps,OXY,C9,Yoru,0.83,211.0,34,40,8,-6,67.0,133.0,31.0,12.0,11.0,1.0,NRG,27,C9,19,0,0.569,0.359,0.929
AllMaps,jakee,C9,Omen,0.72,151.0,25,35,14,-10,63.0,104.0,29.0,3.0,5.0,-2.0,NRG,27,C9,19,0,0.507,0.326,0.834
AllMaps,jakee,C9,Brimstone,1.19,194.0,36,32,16,4,81.0,125.0,42.0,3.0,2.0,1.0,C9,21,MIBR,27,0,0.741,0.432,1.174
AllMaps,Xeppaa,C9,Raze,1.1,208.0,33,33,27,0,77.0,137.0,19.0,3.0,6.0,-3.0,C9,21,MIBR,27,0,0.657,0.386,1.043
AllMaps,vanity,C9,Skye,1.04,218.0,36,35,16,1,69.0,141.0,20.0,6.0,2.0,4.0,C9,21,MIBR,27,0,0.675,0.409,1.084
AllMaps,wippie,C9,Viper,0.8,170.0,25,33,12,-8,71.0,116.0,20.0,5.0,5.0,0.0,C9,21,MIBR,27,0,0.52,0.366,0.886
AllMaps,OXY,C9,Yoru,0.79,174.0,29,38,9,-9,67.0,118.0,28.0,9.0,7.0,2.0,C9,21,MIBR,27,0,0.533,0.375,0.908
AllMaps,RgLMeister,MIBR,Brimstone,1.25,233.0,39,31,22,8,77.0,162.0,31.0,1.0,1.0,0.0,C9,21,MIBR,27,1,0.763,0.433,1.196
AllMaps,frz,MIBR,Viper,1.18,206.0,36,28,6,8,75.0,134.0,35.0,6.0,4.0,2.0,C9,21,MIBR,27,1,0.759,0.396,1.156
AllMaps,jzz,MIBR,Skye,1.1,222.0,38,32,15,6,88.0,134.0,31.0,8.0,3.0,5.0,C9,21,MIBR,27,1,0.754,0.447,1.201
AllMaps,mazin,MIBR,Kayo,0.9,188.0,30,34,18,-4,69.0,131.0,36.0,5.0,7.0,-2.0,C9,21,MIBR,27,1,0.585,0.356,0.941
AllMaps,artzin,MIBR,Raze,0.77,166.0,28,34,10,-6,60.0,104.0,17.0,2.0,11.0,-9.0,C9,21,MIBR,27,1,0.487,0.322,0.81
AllMaps,cauanzin,LOUD,Breach,1.22,212.0,36,28,15,8,80.0,127.0,33.0,5.0,3.0,2.0,LOUD,26,SEN,20,1,0.759,0.442,1.202
AllMaps,qck,LOUD,Raze,1.15,234.0,39,29,11,10,72.0,152.0,21.0,9.0,7.0,2.0,LOUD,26,SEN,20,1,0.763,0.422,1.185
AllMaps,Less,LOUD,Viper,1.05,183.0,29,29,20,0,72.0,124.0,33.0,5.0,4.0,1.0,LOUD,26,SEN,20,1,0.651,0.402,1.053
AllMaps,saadhak,LOUD,Skye,0.99,198.0,30,34,22,-4,74.0,126.0,21.0,3.0,7.0,-4.0,LOUD,26,SEN,20,1,0.577,0.369,0.946
AllMaps,tuyz,LOUD,Omen,0.88,133.0,20,28,29,-8,74.0,84.0,32.0,0.0,3.0,-3.0,LOUD,26,SEN,20,1,0.471,0.358,0.829
AllMaps,zekken,SEN,Raze,1.06,224.0,36,33,8,3,70.0,141.0,18.0,11.0,8.0,3.0,LOUD,26,SEN,20,0,0.707,0.402,1.109
AllMaps,johnqt,SEN,Cypher,1.02,186.0,29,27,11,2,72.0,125.0,21.0,3.0,3.0,0.0,LOUD,26,SEN,20,0,0.663,0.391,1.054
AllMaps,Sacy,SEN,Skye,1.0,218.0,31,34,17,-3,72.0,143.0,25.0,4.0,4.0,0.0,LOUD,26,SEN,20,0,0.619,0.388,1.008
AllMaps,TenZ,SEN,Omen,0.99,172.0,26,28,21,-2,70.0,116.0,35.0,4.0,2.0,2.0,LOUD,26,SEN,20,0,0.606,0.401,1.007
AllMaps,Zellsis,SEN,Viper,0.75,172.0,26,32,22,-6,80.0,106.0,25.0,2.0,5.0,-3.0,LOUD,26,SEN,20,0,0.501,0.354,0.855
AllMaps,aspas,LEV,Raze,1.45,293.0,66,44,16,22,77.0,198.0,27.0,16.0,9.0,7.0,LEV,29,100T,33,1,0.855,0.466,1.321
AllMaps,C0M,LEV,Skye,1.2,209.0,47,40,23,7,73.0,134.0,21.0,9.0,2.0,7.0,LEV,29,100T,33,1,0.745,0.433,1.177
AllMaps,Mazino,LEV,Harbor,0.91,191.0,40,46,30,-6,66.0,126.0,20.0,3.0,7.0,-4.0,LEV,29,100T,33,1,0.548,0.347,0.896
AllMaps,tex,LEV,Gekko,0.78,136.0,30,42,15,-12,69.0,100.0,35.0,3.0,7.0,-4.0,LEV,29,100T,33,1,0.511,0.339,0.849
AllMaps,kiNgg,LEV,Viper,0.77,165.0,35,48,26,-13,69.0,105.0,29.0,1.0,5.0,-4.0,LEV,29,100T,33,1,0.49,0.338,0.827
AllMaps,Cryocells,100T,Brimstone,1.14,229.0,51,42,8,9,73.0,153.0,25.0,9.0,10.0,-1.0,LEV,29,100T,33,0,0.766,0.385,1.151
AllMaps,Boostio,100T,Gekko,1.13,238.0,52,45,17,7,73.0,166.0,25.0,9.0,11.0,-2.0,LEV,29,100T,33,0,0.778,0.387,1.164
AllMaps,eeiu,100T,Fade,0.94,187.0,40,42,16,-2,73.0,117.0,20.0,2.0,2.0,0.0,LEV,29,100T,33,0,0.574,0.384,0.957
AllMaps,bang,100T,Viper,0.86,184.0,40,43,12,-3,71.0,115.0,33.0,5.0,4.0,1.0,LEV,29,100T,33,0,0.58,0.381,0.96
AllMaps,Asuna,100T,Raze,0.8,182.0,37,47,13,-10,74.0,106.0,20.0,5.0,5.0,0.0,LEV,29,100T,33,0,0.519,0.371,0.89
AllMaps,Less,LOUD,Viper,1.56,254.0,61,33,16,28,84.0,165.0,29.0,8.0,4.0,4.0,LOUD,37,LEV,30,1,0.826,0.48,1.306
AllMaps,tuyz,LOUD,Brimstone,1.16,194.0,45,38,32,7,78.0,135.0,37.0,6.0,1.0,5.0,LOUD,37,LEV,30,1,0.754,0.446,1.201
AllMaps,cauanzin,LOUD,Breach,0.96,182.0,43,45,24,-2,76.0,117.0,33.0,10.0,2.0,8.0,LOUD,37,LEV,30,1,0.606,0.412,1.018
AllMaps,qck,LOUD,Phoenix,0.88,204.0,49,50,10,-1,66.0,131.0,27.0,11.0,8.0,3.0,LOUD,37,LEV,30,1,0.625,0.387,1.012
AllMaps,saadhak,LOUD,Kayo,0.87,192.0,42,48,27,-6,76.0,123.0,14.0,7.0,9.0,-2.0,LOUD,37,LEV,30,1,0.533,0.364,0.897
AllMaps,kiNgg,LEV,Viper,1.14,231.0,56,45,16,11,73.0,160.0,33.0,3.0,5.0,-2.0,LOUD,37,LEV,30,0,0.782,0.388,1.169
AllMaps,C0M,LEV,Skye,0.93,200.0,41,48,27,-7,72.0,127.0,18.0,4.0,7.0,-3.0,LOUD,37,LEV,30,0,0.552,0.36,0.912
AllMaps,aspas,LEV,Raze,0.89,181.0,42,46,8,-4,66.0,124.0,29.0,4.0,8.0,-4.0,LOUD,37,LEV,30,0,0.568,0.334,0.902
AllMaps,Mazino,LEV,Harbor,0.78,147.0,35,45,18,-10,72.0,106.0,34.0,3.0,10.0,-7.0,LOUD,37,LEV,30,0,0.519,0.344,0.863
AllMaps,tex,LEV,Gekko,0.76,180.0,40,56,20,-16,69.0,122.0,24.0,11.0,13.0,-2.0,LOUD,37,LEV,30,0,0.53,0.341,0.871
AllMaps,zekken,SEN,Raze,1.21,252.0,51,42,13,9,71.0,168.0,23.0,12.0,8.0,4.0,SEN,32,100T,26,1,0.791,0.431,1.222
AllMaps,johnqt,SEN,Viper,1.18,218.0,44,35,18,9,76.0,142.0,32.0,5.0,4.0,1.0,SEN,32,100T,26,1,0.767,0.423,1.19
AllMaps,Sacy,SEN,Fade,1.18,194.0,41,34,33,7,81.0,133.0,24.0,3.0,5.0,-2.0,SEN,32,100T,26,1,0.739,0.405,1.144
AllMaps,TenZ,SEN,Omen,1.15,215.0,43,36,26,7,72.0,147.0,30.0,8.0,4.0,4.0,SEN,32,100T,26,1,0.763,0.426,1.189
AllMaps,Zellsis,SEN,Killjoy,1.09,189.0,39,36,18,3,79.0,133.0,24.0,4.0,5.0,-1.0,SEN,32,100T,26,1,0.697,0.401,1.098
AllMaps,bang,100T,Viper,0.97,201.0,38,42,19,-4,71.0,134.0,26.0,6.0,7.0,-1.0,SEN,32,100T,26,0,0.588,0.375,0.963
AllMaps,Cryocells,100T,Chamber,0.92,184.0,43,41,12,2,67.0,120.0,25.0,4.0,4.0,0.0,SEN,32,100T,26,0,0.654,0.372,1.026
AllMaps,eeiu,100T,Fade,0.88,153.0,34,41,19,-7,69.0,105.0,31.0,1.0,3.0,-2.0,SEN,32,100T,26,0,0.498,0.354,0.852
AllMaps,Asuna,100T,Raze,0.81,197.0,35,48,19,-13,67.0,129.0,15.0,8.0,13.0,-5.0,SEN,32,100T,26,0,0.534,0.338,0.873
AllMaps,Boostio,100T,Omen,0.79,166.0,33,46,13,-13,71.0,114.0,33.0,7.0,5.0,2.0,SEN,32,100T,26,0,0.533,0.382,0.915
AllMaps,aspas,LEV,Jett,1.3,252.0,50,38,13,12,75.0,170.0,28.0,7.0,8.0,-1.0,LEV,25,SEN,32,0,0.809,0.417,1.226
AllMaps,kiNgg,LEV,Viper,1.2,226.0,45,36,13,9,75.0,142.0,29.0,2.0,3.0,-1.0,LEV,25,SEN,32,0,0.754,0.406,1.16
AllMaps,C0M,LEV,Skye,0.77,154.0,29,43,34,-14,68.0,99.0,25.0,2.0,10.0,-8.0,LEV,25,SEN,32,0,0.49,0.336,0.826
AllMaps,Mazino,LEV,Astra,0.73,153.0,30,44,17,-14,63.0,107.0,25.0,5.0,6.0,-1.0,LEV,25,SEN,32,0,0.506,0.336,0.842
AllMaps,tex,LEV,Raze,0.7,186.0,37,49,12,-12,74.0,124.0,23.0,6.0,8.0,-2.0,LEV,25,SEN,32,0,0.527,0.343,0.87
AllMaps,zekken,SEN,Raze,1.35,284.0,57,39,13,18,79.0,182.0,19.0,12.0,7.0,5.0,LEV,25,SEN,32,1,0.825,0.459,1.284
AllMaps,Zellsis,SEN,Viper,1.06,197.0,39,40,28,-1,77.0,126.0,13.0,6.0,4.0,2.0,LEV,25,SEN,32,1,0.615,0.42,1.036
AllMaps,Sacy,SEN,Skye,1.06,196.0,41,34,23,7,75.0,132.0,29.0,6.0,2.0,4.0,LEV,25,SEN,32,1,0.733,0.421,1.154
AllMaps,johnqt,SEN,Cypher,1.01,191.0,38,35,17,3,86.0,121.0,28.0,6.0,4.0,2.0,LEV,25,SEN,32,1,0.687,0.43,1.117
AllMaps,TenZ,SEN,Omen,0.85,177.0,34,43,24,-9,70.0,115.0,18.0,5.0,5.0,0.0,LEV,25,SEN,32,1,0.525,0.369,0.894
AllMaps,keznit,KRÜ,Jett,1.2,263.0,64,49,10,15,66.0,173.0,38.0,16.0,8.0,8.0,KRU,33,G2,35,0,0.818,0.421,1.239
AllMaps,Klaus,KRÜ,Sova,1.07,210.0,49,47,18,2,71.0,141.0,24.0,9.0,2.0,7.0,KRU,33,G2,35,0,0.695,0.416,1.111
AllMaps,Shyy,KRÜ,Killjoy,1.07,183.0,45,40,14,5,69.0,139.0,20.0,3.0,5.0,-2.0,KRU,33,G2,35,0,0.72,0.374,1.094
AllMaps,mta,KRÜ,Kayo,0.85,179.0,39,52,37,-13,68.0,109.0,37.0,8.0,7.0,1.0,KRU,33,G2,35,0,0.547,0.374,0.922
AllMaps,Melser,KRÜ,Viper,0.64,138.0,32,49,19,-17,69.0,96.0,34.0,3.0,7.0,-4.0,KRU,33,G2,35,0,0.493,0.324,0.817
AllMaps,valyn,G2,Brimstone,1.26,236.0,54,44,33,10,85.0,150.0,30.0,8.0,5.0,3.0,KRU,33,G2,35,1,0.787,0.459,1.246
AllMaps,JonahP,G2,Sova,1.24,236.0,56,45,28,11,78.0,148.0,29.0,3.0,7.0,-4.0,KRU,33,G2,35,1,0.782,0.402,1.184
AllMaps,trent,G2,Viper,1.02,196.0,45,46,14,-1,74.0,132.0,22.0,2.0,7.0,-5.0,KRU,33,G2,35,1,0.614,0.372,0.987
AllMaps,leaf,G2,Jett,0.92,209.0,48,50,16,-2,60.0,132.0,28.0,13.0,17.0,-4.0,KRU,33,G2,35,1,0.618,0.338,0.957
AllMaps,neT,G2,Killjoy,0.78,138.0,34,44,5,-10,62.0,99.0,32.0,3.0,3.0,0.0,KRU,33,G2,35,1,0.508,0.304,0.811
AllMaps,leaf,G2,Raze,1.15,253.0,44,37,8,7,69.0,161.0,30.0,11.0,12.0,-1.0,G2,24,EG,28,0,0.79,0.38,1.17
AllMaps,JonahP,G2,Sova,1.09,195.0,37,34,15,3,77.0,138.0,38.0,2.0,5.0,-3.0,G2,24,EG,28,0,0.705,0.385,1.09
AllMaps,trent,G2,Viper,0.96,190.0,34,36,18,-2,77.0,132.0,26.0,2.0,5.0,-3.0,G2,24,EG,28,0,0.596,0.371,0.967
AllMaps,valyn,G2,Omen,0.89,188.0,33,39,20,-6,75.0,119.0,24.0,6.0,4.0,2.0,G2,24,EG,28,0,0.546,0.399,0.945
AllMaps,neT,G2,Cypher,0.67,155.0,31,39,8,-8,63.0,109.0,38.0,1.0,4.0,-3.0,G2,24,EG,28,0,0.488,0.306,0.793
AllMaps,supamen,EG,Omen,1.28,249.0,42,36,18,6,77.0,150.0,34.0,7.0,3.0,4.0,G2,24,EG,28,1,0.8,0.448,1.248
AllMaps,Apoth,EG,Cypher,1.07,215.0,42,36,10,6,63.0,150.0,32.0,4.0,10.0,-6.0,G2,24,EG,28,1,0.759,0.359,1.118
AllMaps,Derrek,EG,Fade,1.05,202.0,41,35,4,6,65.0,132.0,46.0,7.0,3.0,4.0,G2,24,EG,28,1,0.754,0.348,1.102
AllMaps,jawgemo,EG,Raze,0.94,197.0,33,37,18,-4,62.0,137.0,19.0,8.0,5.0,3.0,G2,24,EG,28,1,0.575,0.387,0.962
AllMaps,NaturE,EG,Breach,0.93,155.0,27,35,25,-8,79.0,97.0,25.0,4.0,1.0,3.0,G2,24,EG,28,1,0.521,0.423,0.945
AllMaps,leaf,G2,Raze,1.35,260.0,34,23,12,11,81.0,185.0,19.0,10.0,11.0,-1.0,G2,26,KRU,16,1,0.815,0.432,1.247
AllMaps,trent,G2,Viper,1.26,230.0,31,27,22,4,81.0,168.0,34.0,5.0,2.0,3.0,G2,26,KRU,16,1,0.785,0.453,1.238
AllMaps,neT,G2,Cypher,1.23,255.0,37,29,15,8,83.0,165.0,35.0,2.0,1.0,1.0,G2,26,KRU,16,1,0.793,0.449,1.243
AllMaps,valyn,G2,Omen,0.97,161.0,26,25,13,1,79.0,104.0,20.0,4.0,2.0,2.0,G2,26,KRU,16,1,0.616,0.414,1.03
AllMaps,JonahP,G2,Breach,0.96,153.0,27,26,17,1,71.0,99.0,18.0,0.0,5.0,-5.0,G2,26,KRU,16,1,0.575,0.361,0.936
AllMaps,Shyy,KRÜ,Viper,1.13,201.0,31,29,10,2,69.0,142.0,29.0,3.0,2.0,1.0,G2,26,KRU,16,0,0.705,0.406,1.11
AllMaps,keznit,KRÜ,Jett,1.05,234.0,36,31,5,5,71.0,154.0,29.0,9.0,3.0,6.0,G2,26,KRU,16,0,0.765,0.369,1.134
AllMaps,mta,KRÜ,Kayo,0.87,180.0,25,32,14,-7,67.0,116.0,42.0,4.0,7.0,-3.0,G2,26,KRU,16,0,0.56,0.345,0.905
AllMaps,Klaus,KRÜ,Skye,0.79,143.0,16,31,20,-15,71.0,102.0,20.0,3.0,3.0,0.0,G2,26,KRU,16,0,0.474,0.364,0.838
AllMaps,Melser,KRÜ,Astra,0.64,137.0,22,32,12,-10,62.0,73.0,25.0,2.0,6.0,-4.0,G2,26,KRU,16,0,0.451,0.312,0.763
AllMaps,artzin,MIBR,Jett,1.01,240.0,32,32,3,0,69.0,160.0,33.0,3.0,4.0,-1.0,MIBR,13,SEN,26,0,0.697,0.309,1.006
AllMaps,frz,MIBR,Viper,0.96,202.0,27,29,5,-2,62.0,130.0,38.0,2.0,2.0,0.0,MIBR,13,SEN,26,0,0.615,0.323,0.938
AllMaps,RgLMeister,MIBR,Astra,0.72,157.0,21,31,15,-10,62.0,101.0,28.0,3.0,2.0,1.0,MIBR,13,SEN,26,0,0.507,0.351,0.857
AllMaps,mazin,MIBR,Skye,0.72,149.0,17,27,8,-10,56.0,99.0,25.0,3.0,7.0,-4.0,MIBR,13,SEN,26,0,0.479,0.299,0.779
AllMaps,jzz,MIBR,Raze,0.64,152.0,20,32,7,-12,64.0,101.0,29.0,4.0,9.0,-5.0,MIBR,13,SEN,26,0,0.493,0.293,0.786
AllMaps,zekken,SEN,Raze,1.47,297.0,41,23,8,18,79.0,193.0,25.0,9.0,6.0,3.0,MIBR,13,SEN,26,1,0.855,0.46,1.315
AllMaps,TenZ,SEN,Omen,1.23,235.0,37,24,14,13,79.0,145.0,40.0,3.0,5.0,-2.0,MIBR,13,SEN,26,1,0.791,0.407,1.199
AllMaps,Zellsis,SEN,Viper,1.16,210.0,25,24,25,1,85.0,135.0,16.0,5.0,2.0,3.0,MIBR,13,SEN,26,1,0.673,0.449,1.122
AllMaps,Sacy,SEN,Skye,1.1,192.0,23,24,23,-1,77.0,131.0,24.0,4.0,1.0,3.0,MIBR,13,SEN,26,1,0.638,0.438,1.076
AllMaps,johnqt,SEN,Cypher,1.02,171.0,25,22,3,3,72.0,112.0,23.0,3.0,1.0,2.0,MIBR,13,SEN,26,1,0.666,0.35,1.016
AllMaps,leaf,G2,Raze,1.07,228.0,58,51,10,7,70.0,156.0,32.0,13.0,11.0,2.0,G2,34,MIBR,39,0,0.769,0.41,1.179
AllMaps,trent,G2,Viper,1.03,205.0,53,52,17,1,75.0,143.0,35.0,9.0,6.0,3.0,G2,34,MIBR,39,0,0.689,0.418,1.107
AllMaps,neT,G2,Cypher,0.96,206.0,50,52,14,-2,67.0,136.0,48.0,6.0,7.0,-1.0,G2,34,MIBR,39,0,0.646,0.367,1.013
AllMaps,JonahP,G2,Sova,0.88,162.0,43,52,19,-9,73.0,115.0,33.0,4.0,6.0,-2.0,G2,34,MIBR,39,0,0.541,0.36,0.902
AllMaps,valyn,G2,Omen,0.75,149.0,37,56,19,-19,64.0,91.0,18.0,5.0,6.0,-1.0,G2,34,MIBR,39,0,0.485,0.34,0.825
AllMaps,jzz,MIBR,Skye,1.26,258.0,68,49,14,19,77.0,172.0,33.0,13.0,8.0,5.0,G2,34,MIBR,39,1,0.815,0.446,1.261
AllMaps,artzin,MIBR,Raze,1.1,235.0,58,53,14,5,73.0,149.0,30.0,10.0,11.0,-1.0,G2,34,MIBR,39,1,0.769,0.392,1.161
AllMaps,frz,MIBR,Cypher,1.05,178.0,48,41,12,7,71.0,117.0,29.0,5.0,8.0,-3.0,G2,34,MIBR,39,1,0.714,0.371,1.084
AllMaps,RgLMeister,MIBR,Omen,1.0,191.0,51,49,30,2,82.0,135.0,30.0,3.0,4.0,-1.0,G2,34,MIBR,39,1,0.683,0.397,1.079
AllMaps,mazin,MIBR,Viper,0.79,161.0,38,49,28,-11,63.0,106.0,25.0,5.0,6.0,-1.0,G2,34,MIBR,39,1,0.515,0.343,0.858
AllMaps,Zellsis,SEN,Kayo,1.28,218.0,52,37,21,15,74.0,133.0,16.0,5.0,3.0,2.0,SEN,31,G2,34,0,0.749,0.439,1.187
AllMaps,Sacy,SEN,Gekko,1.0,203.0,43,48,22,-5,68.0,134.0,24.0,4.0,4.0,0.0,SEN,31,G2,34,0,0.575,0.382,0.957
AllMaps,TenZ,SEN,Omen,0.94,175.0,42,46,18,-4,69.0,122.0,23.0,6.0,5.0,1.0,SEN,31,G2,34,0,0.561,0.386,0.946
AllMaps,johnqt,SEN,Cypher,0.93,161.0,35,41,22,-6,68.0,110.0,29.0,5.0,4.0,1.0,SEN,31,G2,34,0,0.538,0.383,0.921
AllMaps,zekken,SEN,Raze,0.85,216.0,48,53,12,-5,63.0,152.0,33.0,10.0,19.0,-9.0,SEN,31,G2,34,0,0.588,0.336,0.924
